0	0	0	30	29	0	0	0	21	17	12	17	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	0	20	13	8	0	0	22	19	0	16	13
0	0	34	26	0	0	18	0	0	0	13	0	23	4	13	0	14	0	0	16	0	14	0	6	0	0	0	0	10	0	0	0	17	19	0	9	0	0	12	0
0	0	0	24	20	0	14	0	11	0	5	0	0	0	0	0	0	0	16	8	0	15	0	11	0	0	20	0	8	12	0	15	0	15	0	3	0	0	9	0
0	43	0	0	0	28	0	21	0	0	0	13	0	0	0	13	13	12	8	0	12	0	14	2	22	20	0	8	0	0	5	0	0	0	16	0	0	0	0	0
28	0	0	0	0	0	0	0	0	0	6	0	18	18	16	13	0	0	6	5	0	0	0	0	15	0	0	7	5	0	0	7	0	0	0	5	9	18	2	0
21	0	0	0	15	0	13	13	7	18	1	0	0	3	8	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	11
0	0	27	0	0	20	0	0	0	0	0	8	0	2	0	11	0	0	0	7	14	0	19	3	5	0	10	4	0	15	12	0	0	0	0	0	0	6	0	5
0	0	19	0	21	7	10	0	5	0	0	0	0	0	4	0	8	1	1	0	8	0	4	3	0	0	0	0	5	0	0	0	0	3	0	0	0	7	0	3
0	0	0	0	0	0	23	22	0	11	1	0	0	0	5	0	0	0	0	0	0	3	0	0	0	13	7	0	0	5	0	7	11	1	9	2	0	7	1	0
0	24	0	0	0	0	0	15	11	0	4	0	7	0	4	5	0	2	3	0	0	0	0	0	0	0	0	2	1	5	0	0	2	4	0	3	5	0	0	0
0	0	0	0	14	0	15	0	0	12	0	11	4	5	1	6	0	3	2	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
9	0	0	0	0	0	0	17	10	5	0	0	0	0	0	0	9	0	4	2	0	5	0	0	7	0	0	5	0	4	0	4	0	3	0	0	0	0	2	0
0	0	0	0	15	0	14	0	9	0	0	0	0	0	4	0	13	0	5	0	6	1	0	4	7	0	0	0	1	2	0	0	0	7	0	2	1	0	0	3
0	0	18	9	0	19	0	0	6	0	0	0	0	0	0	5	0	0	0	5	2	2	0	3	1	9	0	0	3	3	5	3	0	2	0	0	0	0	0	0
31	0	0	0	0	10	0	7	0	0	0	0	2	3	0	0	2	0	5	0	3	0	7	1	0	1	0	3	0	2	0	0	0	1	0	0	0	0	0	2
0	17	0	0	0	0	13	0	11	0	9	0	0	1	6	0	0	1	0	0	1	0	0	2	0	0	1	0	2	2	1	0	6	0	5	0	0	0	0	0
0	23	7	0	0	6	0	0	0	0	0	6	4	3	2	0	0	5	2	3	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	3	3	0	0
0	22	0	0	14	0	11	2	0	0	6	1	0	5	0	0	0	0	2	3	0	0	0	1	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	2
0	15	0	16	0	12	3	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	8	0	0	6	0	3
0	0	23	0	0	10	0	0	7	5	0	5	10	6	1	0	3	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0
0	25	7	0	0	9	0	0	0	0	5	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	3	0	0	2	1	1	0
21	0	6	0	13	0	0	0	6	4	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	3	3	0	0	0	0	4	0	3	0	0	0	3	3
0	12	0	12	8	0	0	4	0	6	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	3	0	0	0	2	0	0	1	0	0	0	0	0	0
16	9	0	10	0	0	5	2	0	0	3	0	0	3	0	0	2	0	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0	0	13	15	4	4	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	3	2	0	0	0
17	0	15	0	0	0	0	0	5	0	4	1	0	3	3	3	0	2	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3
