0	0	33	0	20	19	16	0	9	10	0	0	25	0	0	14	0	0	18	13	18	24	5	13	13	0	16	0	0	0	23	0	24	0	0	24	0	17	22	19
33	0	11	20	0	0	0	21	0	9	19	11	8	23	0	7	0	22	8	0	0	0	8	9	10	0	0	12	27	20	4	0	7	0	0	0	0	8	0	15
24	0	0	10	20	0	0	5	0	7	0	0	0	7	0	0	0	5	0	0	6	0	0	0	0	0	14	0	1	6	8	14	4	22	19	15	27	2	9	4
0	0	17	0	0	13	10	3	0	0	0	0	8	0	0	0	24	0	0	5	0	13	2	2	0	0	0	0	2	0	0	12	2	6	0	2	0	0	0	3
11	24	8	7	0	3	7	1	0	0	0	5	2	0	0	0	0	0	0	4	2	0	0	0	0	32	0	9	3	0	2	0	6	6	0	3	0	0	0	0
0	0	24	4	12	0	6	0	5	1	0	0	0	0	27	4	16	3	0	2	0	7	3	0	0	14	0	0	0	0	2	0	0	0	8	2	0	0	1	3
0	24	0	0	0	9	0	0	3	3	8	0	3	0	0	0	0	1	1	1	2	2	0	0	0	0	4	0	0	0	3	8	2	0	7	0	5	0	2	1
20	0	4	2	3	0	0	0	2	6	0	3	0	0	10	2	6	0	0	1	1	0	3	0	0	5	2	0	0	0	0	1	0	2	2	0	0	0	1	0
9	7	5	4	0	3	0	0	0	3	0	3	2	0	3	0	0	0	0	3	0	0	1	3	0	1	0	2	1	0	2	1	0	0	0	0	0	0	1	1
0	17	6	8	1	8	3	0	0	0	7	0	0	1	0	1	0	2	0	0	2	0	0	0	0	6	0	0	0	1	0	1	3	3	4	0	0	3	0	0
11	13	0	0	3	0	9	0	1	0	0	3	3	3	2	0	0	0	0	1	2	2	2	1	0	0	3	0	0	0	0	0	0	2	0	1	1	0	0	0
24	5	0	2	0	7	2	1	0	1	0	0	0	0	0	0	1	2	0	3	1	0	0	1	3	0	0	1	0	4	1	3	1	2	0	0	0	0	0	0
0	10	16	8	0	0	2	4	1	0	1	2	0	0	0	2	0	3	3	0	3	0	2	1	4	0	0	0	2	0	3	0	0	0	2	0	0	1	1	0
0	5	8	0	5	6	0	3	0	0	1	3	2	0	0	3	3	0	3	3	2	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	1
25	6	3	1	2	0	0	3	0	1	0	1	0	2	0	1	3	0	0	2	1	0	0	0	5	0	2	3	3	2	0	0	0	0	3	0	2	0	0	1
21	9	0	2	6	0	3	0	0	1	2	0	0	0	2	0	2	0	0	0	2	0	1	0	0	0	2	3	3	0	0	0	0	0	3	0	2	0	0	3
15	3	4	1	4	4	2	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	4	0	0	0	3	0	0	2	0	0	0	2	0
0	16	5	0	6	5	0	1	3	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	3	1	0	3	2	3	0	2	0	3	3	2	0
22	5	5	0	0	0	3	3	1	0	0	0	0	3	2	1	3	3	0	0	0	1	0	2	0	3	0	2	0	0	0	2	0	3	0	3	0	0	0	0
16	4	6	4	0	1	0	3	2	1	0	0	0	1	1	3	0	3	0	0	0	0	1	0	2	0	0	1	0	3	2	1	1	0	0	0	0	0	0	0
0	19	2	0	0	0	1	5	3	2	3	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	3	3	2	0	0	3	0	0	0	0	2	2	1	0
0	9	11	10	0	0	0	0	3	2	1	2	2	3	0	1	0	2	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1
10	6	0	0	7	0	4	4	3	2	0	2	0	0	2	1	0	0	0	3	3	0	0	0	0	0	2	2	2	1	3	3	0	0	0	0	0	0	0	2
0	0	0	0	18	9	3	2	0	1	1	0	0	0	0	3	0	3	3	0	0	0	0	0	1	0	0	1	0	1	0	3	0	0	3	0	2	0	3	0
17	6	0	7	0	0	0	0	0	8	2	3	0	3	1	0	0	3	0	1	3	2	1	0	0	0	2	0	1	1	0	2	0	0	0	2	3	0	0	3
20	5	0	8	0	3	3	0	3	0	3	0	1	0	2	0	3	0	2	0	0	2	2	0	0	0	3	2	3	2	0	0	0	0	1	0	2	3	1	0
0	0	11	0	0	9	0	0	3	3	0	3	2	0	2	0	0	0	2	0	2	2	2	0	2	0	0	3	0	0	1	1	0	2	0	2	2	0	1	0
17	3	0	0	6	0	5	0	3	0	2	2	0	2	0	2	3	1	0	2	2	2	0	3	3	0	3	0	0	2	0	0	0	0	1	0	0	3	0	0
0	0	17	7	9	0	3	1	1	0	1	0	0	0	1	0	0	3	0	1	0	3	0	0	3	0	1	0	0	1	0	0	3	0	0	3	2	0	0	1
0	15	12	4	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	1	0	3	0	3	0	0	0	1	0	0	2	0	1	0	2	0	0
14	0	5	0	0	4	7	3	0	2	0	3	0	0	0	1	0	1	0	0	0	1	0	0	3	2	0	1	2	3	0	0	2	3	0	0	3	1	0	2
16	0	0	0	10	4	1	0	2	0	3	3	0	1	3	0	0	1	1	0	2	0	1	3	2	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0
0	17	0	8	0	6	0	0	1	3	3	0	0	0	2	1	2	0	0	2	1	0	1	0	0	3	3	2	0	3	0	0	0	0	0	0	0	0	0	0
0	22	0	0	9	6	3	0	2	0	3	0	1	1	1	0	1	0	0	0	0	0	1	2	1	0	3	2	0	0	0	0	0	0	0	3	3	0	0	1
21	14	0	0	0	1	2	0	0	3	0	0	0	3	3	1	0	1	3	3	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	2	3	0
0	14	10	2	0	4	0	3	2	1	0	0	0	0	0	0	0	2	3	2	0	0	1	2	3	0	0	1	2	0	0	1	0	0	0	0	0	0	3	0
15	8	3	0	0	3	3	0	3	0	0	0	0	3	2	0	0	2	0	0	2	1	1	1	0	1	0	3	0	2	0	3	0	0	2	0	0	0	1	3
0	20	0	9	3	3	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	2	0	2	2	3	0	0	0	1	0	0	3	2	0	1	0	1	0
10	8	5	0	1	5	3	0	0	1	0	2	0	0	0	3	0	0	1	0	3	0	0	0	0	0	0	0	0	3	1	0	0	3	1	0	0	0	0	3
22	0	0	5	5	0	0	2	3	0	0	0	0	2	0	0	1	0	2	3	0	3	2	0	0	3	0	1	2	1	2	0	0	0	2	0	1	0	0	0
